,Id,square,livingRoom,bedRoom,Kitchen,bathroom,totalFloor,floor,buildingStructure,builtYear,renovationCondition,buildingType,houseStructure,stairsHouseRatio,hasElevator,secondaryDistrict,primaryDistrict,orientation,tradeTime,daysOnMarket,follower,ageProperty,listPrice,transactionPrice
0,107103816832,83.52,2,2,1,1,27,低楼层,钢混结构,未知,精装,板楼,平层,0.5,有,尹山湖,吴中,南,2021.08.05,2021-04-07,43,满两年,212,209
1,107104101567,82.9,2,2,1,1,6,高楼层,钢混结构,未知,精装,板塔结合,平层,0.5,无,锦丰,张家港,南北,2021.08.05,2021-06-15,1,满两年,93,90
2,107103937809,83.83,2,3,1,1,9,低楼层,钢混结构,未知,精装,板楼,平层,0.5,暂无数据,蓬朗（开发区）,昆山,南北,2021.08.05,2021-05-05,7,满两年,183,182
3,107104096543,89.28,1,2,1,1,17,中楼层,钢混结构,未知,简装,板塔结合,平层,0.3333333333333333,有,周市,昆山,南北,2021.08.05,2021-06-13,5,暂无数据,161,159
4,107103577853,89.93,2,3,1,1,29,高楼层,钢混结构,未知,毛坯,板塔结合,平层,0.6666666666666666,有,高铁新城,相城,南,2021.08.05,2021-02-13,44,满两年,200,195
5,107104089456,113.11,1,3,0,1,9,高楼层,钢混结构,未知,精装,板楼,暂无数据,0.2222222222222222,有,双湖,工业园区,东,2021.08.05,2021-06-12,1,满两年,510,486
6,107104227444,63.39,1,2,1,1,3,低楼层,钢混结构,未知,简装,板塔结合,平层,0.5,暂无数据,城厢,太仓,南北,2021.08.05,2021-07-18,1,满五年,115,112
7,107102923347,120.13,2,3,1,2,30,中楼层,混合结构,未知,精装,板塔结合,平层,0.6666666666666666,有,东沙湖,工业园区,南,2021.08.05,2020-08-12,11,暂无数据,455,443
8,107101545777,91.61,2,3,1,1,33,中楼层,钢混结构,未知,毛坯,板塔结合,平层,0.5,有,花桥,昆山,南,2021.08.05,2019-07-17,59,满两年,168,166
9,107104272070,310,2,4,1,4,33,低楼层,未知结构,未知,精装,板塔结合,暂无数据,0.3333333333333333,暂无数据,科教新城,太仓,南,2021.08.05,2021-07-31,0,暂无数据,638,620
10,107104129514,93.77,2,3,1,1,9,高楼层,混合结构,未知,简装,板塔结合,平层,0.5,暂无数据,辛庄镇,常熟,南北,2021.08.05,2021-06-22,0,满五年,113,113
11,107104268284,97,2,3,1,1,25,中楼层,钢混结构,未知,精装,板塔结合,平层,0.5,有,湖东,工业园区,南北,2021.08.05,2021-07-30,2,满五年,505,495
12,107103803364,127,2,3,1,2,11,中楼层,钢混结构,未知,精装,板楼,平层,1.0,有,元和,相城,南北,2021.08.05,2021-04-03,23,暂无数据,288,280
13,107104139164,60,1,1,1,1,35,低楼层,钢混结构,未知,精装,板塔结合,平层,0.2,有,虞山高新区,常熟,东,2021.08.05,2021-06-25,1,暂无数据,98,94
14,107103755765,143.42,2,5,1,2,33,高楼层,钢混结构,未知,毛坯,板塔结合,平层,0.25,暂无数据,城东,张家港,南,2021.08.05,2021-03-25,1,满两年,270,265
15,107104112578,89.98,2,2,1,1,11,中楼层,钢混结构,未知,精装,塔楼,平层,0.5,有,玉山城西,昆山,南,2021.08.05,2021-06-18,3,满五年,390,378
16,107103325972,89.07,2,3,1,1,34,低楼层,钢混结构,未知,精装,板楼,平层,0.5,有,金阊新城,姑苏,南,2021.08.05,2020-11-25,38,满五年,207,202
17,107104242875,31.57,1,1,1,1,18,高楼层,钢混结构,未知,精装,板楼,暂无数据,0.8888888888888888,有,元和,相城,南,2021.08.05,2021-07-22,0,满两年,37,36
18,107104220394,424.48,1,4,1,4,4,低楼层,钢混结构,未知,毛坯,板楼,复式,0.3333333333333333,有,湖东,工业园区,南,2021.08.05,2021-07-16,15,满五年,2360,2220
