,Id,square,livingRoom,bedRoom,Kitchen,bathroom,totalFloor,floor,buildingStructure,builtYear,renovationCondition,buildingType,houseStructure,stairsHouseRatio,hasElevator,secondaryDistrict,primaryDistrict,orientation,tradeTime,daysOnMarket,follower,ageProperty,listPrice,transactionPrice
0,107104288521,187.18,2,4,1,3,24,高楼层,钢混结构,未知,精装,塔楼,平层,0.6666666666666666,有,玉山老城区,昆山,南,2021.08.12,2021-08-05,0,满两年,462,458
1,107103706063,47.39,1,2,1,1,5,中楼层,钢混结构,未知,精装,板塔结合,复式,0.5,有,木渎,吴中,南,2021.08.12,2021-03-14,13,满两年,54,53
2,107104172107,147.03,2,3,1,2,11,中楼层,钢混结构,未知,毛坯,板楼,平层,0.5,有,花桥,昆山,南,2021.08.12,2021-07-03,8,满五年,235,230
3,107104287861,60,1,1,1,1,10,低楼层,钢混结构,未知,精装,板楼,暂无数据,0.5,有,郭巷,吴中,北,2021.08.12,2021-08-05,0,暂无数据,45,44
4,107104115233,126.22,2,3,1,2,18,中楼层,钢混结构,未知,精装,板楼,平层,1.0,有,汾湖,吴江,南,2021.08.12,2021-06-19,0,满五年,241,235
5,107104126393,80.83,2,2,1,1,4,中楼层,未知结构,未知,精装,暂无数据,平层,0.5,无,盛泽,吴江,南北,2021.08.12,2021-06-21,3,暂无数据,86,86
6,107104003704,213,2,3,1,3,3,低楼层,钢混结构,未知,毛坯,板楼,复式,0.2,暂无数据,周市,昆山,东南,2021.08.12,2021-05-22,6,暂无数据,700,700
7,107104026912,53.73,1,2,1,1,6,中楼层,钢混结构,未知,简装,板楼,平层,0.5,无,娄门,姑苏,南,2021.08.12,2021-05-28,8,满五年,134,132
8,107104277931,87.1,2,3,1,1,26,中楼层,钢混结构,未知,精装,塔楼,平层,0.5,有,木渎,吴中,南,2021.08.12,2021-08-02,0,满两年,210,200
9,107104142488,293.12,2,5,1,2,6,中楼层,钢混结构,未知,简装,板楼,平层,0.5,有,玲珑,工业园区,南北,2021.08.12,2021-06-26,2,满五年,1168,850
10,107104237261,80.21,2,2,1,1,34,中楼层,钢混结构,未知,精装,板楼,平层,0.6666666666666666,有,花桥,昆山,南,2021.08.12,2021-07-20,7,满两年,162,157
11,107104000178,398,2,4,1,5,3,低楼层,未知结构,未知,毛坯,暂无数据,跃层,1.0,暂无数据,横扇,吴江,南,2021.08.12,2021-05-21,13,暂无数据,498,479
12,107104013831,70,1,2,1,1,4,低楼层,钢混结构,未知,精装,板楼,平层,0.5,无,唯亭,工业园区,南,2021.08.12,2021-05-25,33,满五年,163,159
13,107104302157,51.04,1,2,1,1,6,高楼层,混合结构,未知,简装,板楼,平层,0.5,无,留园西园,姑苏,南,2021.08.12,2021-08-08,0,满五年,102,99
14,107104010509,89.57,2,2,1,1,33,中楼层,钢混结构,未知,精装,板塔结合,平层,0.3333333333333333,有,花桥,昆山,西南,2021.08.12,2021-05-24,17,满五年,159,155
15,107103029495,143.51,2,4,1,2,8,中楼层,钢混结构,未知,精装,板塔结合,平层,0.5,有,湖东,工业园区,南,2021.08.12,2020-09-06,33,满两年,1085,1080
16,107104077380,84.33,1,3,1,1,5,中楼层,砖混结构,未知,精装,板楼,平层,0.5,无,龙西,吴中,南,2021.08.12,2021-06-09,8,满五年,176,174
17,107104159931,112.67,2,3,1,2,24,高楼层,钢混结构,未知,毛坯,板塔结合,平层,0.25,有,张家港城南,张家港,南北,2021.08.12,2021-06-30,2,满两年,235,230
18,107103878105,92.2,1,3,1,1,33,中楼层,钢混结构,未知,精装,板楼,平层,0.4,有,尹山湖,吴中,南,2021.08.12,2021-04-21,27,满两年,250,240
19,107103944867,91.57,1,3,1,2,25,中楼层,钢混结构,未知,精装,板楼,平层,0.5,有,金门,姑苏,南,2021.08.12,2021-05-07,44,暂无数据,395,385
20,107104156788,99.06,2,3,1,1,6,中楼层,砖混结构,未知,精装,平房,平层,0.5,无,花桥,昆山,南,2021.08.12,2021-06-30,35,满两年,182,178
21,107103666926,82.35,2,2,1,1,17,高楼层,钢混结构,未知,精装,板楼,平层,0.6666666666666666,有,城南,吴中,南,2021.08.12,2021-03-06,36,满五年,179,176
22,107103347597,143,2,4,1,2,17,高楼层,钢混结构,未知,精装,板楼,平层,1.0,有,湖东,工业园区,南,2021.08.12,2020-12-01,61,暂无数据,858,800
23,107103664324,60,1,2,1,1,5,中楼层,混合结构,未知,简装,板楼,平层,0.5,无,通安,高新,南,2021.08.12,2021-03-06,9,满五年,116,115
24,107103560231,259.37,2,4,1,2,3,低楼层,钢混结构,未知,精装,板楼,复式,0.3333333333333333,无,青剑湖,工业园区,南北,2021.08.12,2021-01-31,49,满五年,1260,1190
25,107104000360,71.82,2,2,1,1,20,中楼层,钢混结构,未知,简装,板楼,复式,0.5,有,城南,吴中,南,2021.08.12,2021-05-21,13,满五年,72,70
26,107104299107,82.22,2,2,1,0,6,中楼层,未知结构,未知,其他,暂无数据,暂无数据,0.5,无,周市,昆山,南,2021.08.12,2021-08-07,1,暂无数据,135,129
27,107102309497,103.18,2,2,1,1,5,低楼层,混合结构,未知,精装,板楼,平层,0.5,无,横塘,高新,南,2021.08.12,2020-03-28,50,满五年,199,195
28,107104092491,95.5,1,3,1,1,6,高楼层,钢混结构,未知,精装,板楼,平层,0.5,无,周市,昆山,南北,2021.08.12,2021-06-12,27,满五年,169,168
29,107104141350,102,2,3,1,2,5,高楼层,混合结构,未知,精装,板楼,复式,0.5,无,渭塘,相城,南北,2021.08.12,2021-06-25,5,满五年,145,138
