,Id,square,livingRoom,bedRoom,Kitchen,bathroom,totalFloor,floor,buildingStructure,builtYear,renovationCondition,buildingType,houseStructure,stairsHouseRatio,hasElevator,secondaryDistrict,primaryDistrict,orientation,tradeTime,daysOnMarket,follower,ageProperty,listPrice,transactionPrice
0,107103924563,221.21,2,4,1,3,10,高楼层,钢混结构,未知,精装,板楼,复式,0.5,有,湖西CBD,工业园区,南,2021.08.15,2021-05-02,21,满五年,1368,1275
1,107104096036,81.86,2,2,1,1,34,低楼层,钢混结构,未知,精装,塔楼,平层,0.4,有,开发区,昆山,南北,2021.08.15,2021-06-13,3,暂无数据,193,192
2,107103856557,83.51,2,2,1,1,6,中楼层,钢混结构,未知,精装,板楼,平层,0.5,无,周市,昆山,南北,2021.08.15,2021-04-16,9,满两年,158,155
3,107104152334,76.95,1,2,0,1,6,低楼层,钢混结构,未知,简装,板楼,暂无数据,0.5,无,苏州大学,姑苏,南,2021.08.15,2021-06-28,9,暂无数据,210,215
4,107104211117,130.11,1,3,1,1,18,高楼层,钢混结构,未知,精装,板塔结合,平层,0.5,有,独墅湖高教区,工业园区,南,2021.08.15,2021-07-14,21,满五年,416,416
5,107104039949,56.13,1,2,1,1,7,高楼层,混合结构,未知,简装,板楼,平层,0.25,无,东环,工业园区,南,2021.08.15,2021-05-31,18,满两年,135,130
6,107104281103,332.8,2,5,1,4,3,低楼层,钢混结构,未知,精装,板楼,复式,0.2,无,青剑湖,工业园区,南北,2021.08.15,2021-08-03,19,满五年,1580,1450
7,107103712429,89,2,2,1,1,33,高楼层,钢混结构,未知,精装,板塔结合,平层,0.5,有,花桥,昆山,南,2021.08.15,2021-03-16,8,暂无数据,176,171
8,107101278463,47.87,1,1,1,1,28,中楼层,框架结构,未知,精装,板楼,平层,1.5,有,花桥,昆山,北,2021.08.15,2019-05-02,58,满两年,60,60
9,107103456698,21.27,1,1,1,1,22,低楼层,钢混结构,未知,精装,板塔结合,复式,0.4,有,平江新城,姑苏,北,2021.08.15,2021-01-02,152,暂无数据,46,45
10,107104318057,54.89,1,1,1,1,33,高楼层,钢混结构,未知,精装,板楼,平层,0.5,有,花桥,昆山,西,2021.08.15,2021-08-12,2,满五年,70,70
11,107103787447,318.3,2,5,1,5,2,低楼层,钢混结构,未知,精装,板塔结合,复式,0.14285714285714285,无,元和,相城,南,2021.08.15,2021-03-30,34,满两年,1200,1150
12,107104238060,120,2,3,1,1,11,中楼层,钢混结构,未知,精装,板塔结合,暂无数据,0.5,有,金港,张家港,南,2021.08.15,2021-07-21,0,暂无数据,145,140
13,107103551657,86.43,2,2,1,1,17,中楼层,钢混结构,未知,精装,板楼,平层,0.25,暂无数据,玉山城西,昆山,南,2021.08.15,2021-01-28,7,暂无数据,169,168
14,107103726824,42.24,1,2,1,1,6,高楼层,钢混结构,未知,毛坯,板塔结合,平层,0.5,无,留园西园,姑苏,南,2021.08.15,2021-03-19,103,暂无数据,73,72
15,107104074957,74,2,2,1,1,6,高楼层,钢混结构,未知,简装,暂无数据,暂无数据,0.5,暂无数据,张浦,昆山,南,2021.08.15,2021-06-08,3,暂无数据,89,88
16,107104010045,87.16,1,2,1,1,17,中楼层,钢混结构,未知,精装,板塔结合,平层,0.6666666666666666,有,千灯,昆山,南,2021.08.15,2021-05-24,13,满两年,123,120
17,107103547196,70.3,1,1,1,1,14,中楼层,钢混结构,未知,精装,板楼,暂无数据,2.0,有,香山,吴中,南,2021.08.15,2021-01-27,4,满两年,79,77
18,107104330664,62.93,1,2,1,1,4,低楼层,未知结构,未知,简装,暂无数据,暂无数据,0.5,无,市区,常熟,南,2021.08.15,2021-08-15,0,满五年,154,150
19,107104113456,94.79,2,2,1,1,11,中楼层,钢混结构,未知,精装,板楼,平层,0.5,有,玉山城南,昆山,南北,2021.08.15,2021-06-18,2,暂无数据,188,185
20,107101986862,86.32,1,1,1,1,21,低楼层,钢混结构,未知,精装,板楼,暂无数据,1.6666666666666667,有,狮山,高新,南北,2021.08.15,2019-11-17,2,满两年,100,100
21,107103856900,39.91,1,1,1,1,18,高楼层,钢混结构,未知,精装,板楼,平层,0.25,有,周市,昆山,北,2021.08.15,2021-04-16,6,满两年,48,48
22,107103556782,95.88,2,3,1,1,30,低楼层,钢混结构,未知,简装,板楼,平层,0.5,有,太湖新城（吴江）,吴江,南北,2021.08.15,2021-01-30,3,满两年,205,200
23,107104007511,105.6,2,3,1,2,35,高楼层,钢混结构,未知,精装,板塔结合,平层,0.5,有,花桥,昆山,南,2021.08.15,2021-05-23,26,满两年,275,268
24,107104205765,38.13,1,1,1,1,6,中楼层,钢混结构,未知,精装,板楼,平层,0.5,无,金门,姑苏,南北,2021.08.15,2021-07-12,11,暂无数据,103,100
25,107103018000,80.27,1,2,1,1,18,高楼层,钢混结构,未知,精装,板楼,平层,0.5,有,元和,相城,南,2021.08.15,2020-09-04,8,满五年,193,188
26,107104091471,89.51,1,3,1,1,11,中楼层,钢混结构,未知,精装,板楼,平层,0.3333333333333333,有,浒关,高新,南,2021.08.15,2021-06-12,18,满两年,210,209
27,107104012190,90.87,2,2,1,1,33,高楼层,钢混结构,未知,精装,板塔结合,平层,0.3333333333333333,有,花桥,昆山,南北,2021.08.15,2021-05-24,4,满五年,148,146
28,107103730006,142.33,2,3,1,2,25,低楼层,钢混结构,未知,精装,板楼,平层,0.6666666666666666,有,胥江,姑苏,南,2021.08.15,2021-03-19,2,满两年,705,690
29,107104227487,140.06,2,3,1,2,26,低楼层,钢混结构,未知,精装,板塔结合,平层,0.6666666666666666,有,玲珑,工业园区,南,2021.08.15,2021-07-18,14,满五年,1050,1020
