,Id,square,livingRoom,bedRoom,Kitchen,bathroom,totalFloor,floor,buildingStructure,builtYear,renovationCondition,buildingType,houseStructure,stairsHouseRatio,hasElevator,secondaryDistrict,primaryDistrict,orientation,tradeTime,daysOnMarket,follower,ageProperty,listPrice,transactionPrice
0,107104256044,91.71,2,3,1,1,33,低楼层,钢混结构,未知,精装,板塔结合,平层,0.5,有,花桥,昆山,南,2021.08.04,2021-07-27,18,满两年,185,180
1,107103992019,53.5,1,1,1,1,18,中楼层,钢混结构,未知,简装,塔楼,复式,0.42857142857142855,有,沧浪新城,姑苏,南,2021.08.04,2021-05-19,4,满五年,85,83
2,107104225503,85.36,1,2,1,1,27,中楼层,钢混结构,未知,毛坯,板楼,平层,0.5,有,元和,相城,南,2021.08.04,2021-07-17,0,暂无数据,165,162
3,107103380735,43,1,2,1,1,14,中楼层,钢混结构,未知,精装,板塔结合,复式,0.3,有,木渎,吴中,南,2021.08.04,2020-12-10,4,满两年,78,76
4,107103115802,156.86,2,3,1,2,24,低楼层,钢混结构,未知,精装,塔楼,平层,0.4,有,狮山,高新,西南,2021.08.04,2020-09-28,14,满五年,640,625
5,107103744069,117.49,2,3,1,2,6,低楼层,钢混结构,未知,精装,板塔结合,暂无数据,0.5,无,木渎,吴中,南,2021.08.03,2021-03-22,5,满五年,255,245
6,107104144521,46.08,1,1,1,1,4,中楼层,钢混结构,未知,精装,板塔结合,平层,0.5,无,斜塘,工业园区,南,2021.08.03,2021-06-26,6,满两年,135,127
7,107104092131,52.1,1,2,1,1,6,低楼层,混合结构,未知,精装,板塔结合,平层,0.3333333333333333,无,苏苑,吴中,南,2021.08.03,2021-06-12,0,满五年,130,128
8,107104145959,66.84,1,2,1,1,11,中楼层,钢混结构,未知,精装,板塔结合,平层,0.3333333333333333,有,木渎,吴中,南,2021.08.03,2021-06-26,3,满五年,165,159
9,107104227638,88.28,2,3,1,1,33,高楼层,钢混结构,未知,精装,板楼,平层,0.5,有,郭巷,吴中,南,2021.08.03,2021-07-18,8,满两年,228,220
10,107103669991,119.42,2,3,1,1,11,低楼层,钢混结构,未知,精装,板楼,平层,0.5,有,胥江,姑苏,南,2021.08.03,2021-03-07,18,满五年,334,320
11,107103720585,152.89,2,4,1,2,4,高楼层,钢混结构,未知,精装,板楼,复式,0.5,无,青剑湖,工业园区,南北,2021.08.03,2021-03-18,37,满两年,510,500
12,107104065637,72.97,1,1,1,1,24,高楼层,钢混结构,未知,精装,板楼,平层,0.5,有,城南,吴中,南,2021.08.03,2021-06-06,18,满五年,176,172
13,107104129512,112.7,2,3,1,2,6,低楼层,砖混结构,未知,精装,板楼,平层,0.5,有,千灯,昆山,东东南,2021.08.03,2021-06-22,1,满五年,128,128
14,107103714102,129.61,2,3,1,2,4,高楼层,钢混结构,未知,精装,板塔结合,平层,0.5,无,车坊,工业园区,南,2021.08.03,2021-03-16,17,暂无数据,275,268
15,107104054052,143.91,2,3,1,2,34,高楼层,钢混结构,未知,精装,板塔结合,平层,0.5,有,花桥,昆山,东南,2021.08.03,2021-06-04,7,暂无数据,420,409
16,107104103681,143.64,2,4,1,2,25,高楼层,钢混结构,未知,精装,板塔结合,平层,0.6666666666666666,有,玲珑,工业园区,南,2021.08.03,2021-06-16,7,满五年,1100,1139
17,107103869875,66.65,1,2,1,1,30,中楼层,钢混结构,未知,简装,塔楼,平层,0.4,有,花桥,昆山,南北,2021.08.03,2021-04-18,4,暂无数据,146,143
18,107103261342,87.37,2,2,1,1,25,高楼层,钢混结构,未知,精装,板楼,平层,0.5,有,城南,吴中,南北,2021.08.03,2020-11-07,34,满两年,209,206
19,107102791738,90.41,2,3,1,2,17,低楼层,钢混结构,未知,精装,板楼,平层,0.25,暂无数据,科技城,高新,南,2021.08.03,2020-07-11,15,暂无数据,397,388
20,107103948743,73.48,2,2,1,1,6,中楼层,混合结构,未知,精装,板楼,平层,0.5,无,狮山,高新,南,2021.08.03,2021-05-08,4,满五年,215,204
21,107104269927,191,2,3,1,2,3,低楼层,钢混结构,未知,毛坯,板楼,暂无数据,0.5,暂无数据,城厢,太仓,南北,2021.08.03,2021-07-31,0,暂无数据,450,455
22,107104144861,142.75,2,4,1,2,17,中楼层,钢混结构,未知,精装,板楼,平层,0.5,有,湖东,工业园区,南,2021.08.03,2021-06-26,47,暂无数据,839,830
23,107104190681,65.85,1,1,1,1,6,中楼层,未知结构,未知,毛坯,平房,平层,1.0,有,临湖,吴中,南,2021.08.03,2021-07-08,5,满两年,93,90
24,107104230671,42.33,1,1,1,1,16,低楼层,钢混结构,未知,精装,板楼,暂无数据,0.3,有,平江新城,姑苏,南北,2021.08.03,2021-07-18,2,满五年,45,45
25,107104156364,69.46,1,2,1,1,21,高楼层,钢混结构,未知,精装,板楼,复式,0.5,有,松陵,吴江,东北,2021.08.03,2021-06-29,0,暂无数据,103,90
26,107104154805,139.95,1,3,1,2,15,中楼层,钢混结构,未知,精装,板楼,平层,1.0,有,元和,相城,南北,2021.08.03,2021-06-29,1,暂无数据,325,309
27,107103823277,87.65,2,2,1,1,6,中楼层,钢混结构,未知,精装,板塔结合,平层,0.5,无,斜塘,工业园区,南北,2021.08.03,2021-04-08,125,满五年,270,265
28,107104264421,119.61,2,3,1,2,4,中楼层,混合结构,未知,精装,板楼,平层,0.5,无,南门,姑苏,南北,2021.08.03,2021-07-29,0,满五年,440,426
29,107102847038,80.23,2,2,1,1,18,高楼层,钢混结构,未知,精装,板楼,平层,0.5,有,元和,相城,南,2021.08.03,2020-07-24,23,满五年,189,186
