,Id,square,livingRoom,bedRoom,Kitchen,bathroom,totalFloor,floor,buildingStructure,builtYear,renovationCondition,buildingType,houseStructure,stairsHouseRatio,hasElevator,secondaryDistrict,primaryDistrict,orientation,tradeTime,daysOnMarket,follower,ageProperty,listPrice,transactionPrice
0,107103729793,143.22,2,6,1,4,6,中楼层,钢混结构,未知,毛坯,板楼,复式,0.5,有,郭巷,吴中,南,2021.08.11,2021-03-19,9,满两年,520,529
1,107104187205,115.31,2,3,1,2,26,高楼层,钢混结构,未知,精装,板塔结合,平层,0.5,有,湖东CBD,工业园区,南,2021.08.11,2021-07-07,18,满五年,555,523
2,107103839312,89.4,2,2,1,1,37,高楼层,钢混结构,未知,精装,板楼,暂无数据,0.4,有,玉山城南,昆山,南,2021.08.11,2021-04-12,3,满五年,136,135
3,107104168711,98.42,2,3,1,1,30,高楼层,混合结构,未知,毛坯,板楼,平层,1.0,有,东沙湖,工业园区,南,2021.08.11,2021-07-02,5,满两年,468,457
4,107104156193,88.07,2,3,1,1,17,高楼层,未知结构,未知,毛坯,暂无数据,平层,0.5,暂无数据,北桥,相城,南,2021.08.11,2021-06-29,0,暂无数据,163,160
5,107104077119,79.39,1,2,1,1,28,高楼层,砖混结构,未知,精装,板塔结合,平层,0.6666666666666666,有,跨塘,工业园区,南北,2021.08.11,2021-06-09,17,暂无数据,180,177
6,107104248152,71.41,2,2,1,1,33,高楼层,钢混结构,未知,精装,塔楼,平层,0.25,有,花桥,昆山,南,2021.08.11,2021-07-24,9,满两年,168,163
7,107103875587,62.9,1,3,1,1,4,低楼层,混合结构,未知,精装,板楼,平层,0.5,无,东环,工业园区,南,2021.08.11,2021-04-20,14,满五年,228,214
8,107104151925,95,2,2,1,1,18,中楼层,钢混结构,未知,精装,板楼,平层,0.5,暂无数据,城东,张家港,南,2021.08.11,2021-06-28,1,满两年,144,140
9,107101965135,282.39,2,5,1,2,4,中楼层,钢混结构,未知,简装,板楼,暂无数据,0.5,有,玲珑,工业园区,南北,2021.08.11,2019-11-10,18,满五年,868,820
10,107104228771,125.47,2,3,1,1,25,中楼层,砖混结构,未知,精装,板塔结合,平层,0.6666666666666666,有,斜塘,工业园区,南,2021.08.10,2021-07-18,30,满五年,390,385
11,107104006825,83.45,1,2,1,1,5,中楼层,混合结构,未知,精装,板楼,平层,0.5,无,斜塘,工业园区,南北,2021.08.10,2021-05-23,24,满五年,211,206
12,107103688364,91.27,2,3,1,1,30,高楼层,钢混结构,未知,精装,板楼,平层,0.5,有,甪直,吴中,南,2021.08.10,2021-03-11,16,满两年,211,213
13,107103383395,114.29,2,3,1,2,32,高楼层,钢混结构,未知,精装,板楼,平层,0.6666666666666666,有,太湖新城（吴中）,吴中,南,2021.08.10,2020-12-11,37,暂无数据,378,370
14,107104300802,130.5,2,3,1,2,33,高楼层,钢混结构,未知,毛坯,塔楼,平层,0.6666666666666666,有,玉山老城区,昆山,南,2021.08.10,2021-08-08,2,满两年,260,255
15,107104086325,45,1,2,2,1,23,中楼层,框架结构,未知,精装,板楼,复式,0.2222222222222222,有,玉山城南,昆山,南,2021.08.10,2021-06-11,2,满五年,42,42
16,107104283884,26.1,1,1,1,1,5,中楼层,砖混结构,未知,简装,板楼,暂无数据,0.25,无,葑门,姑苏,南,2021.08.10,2021-08-04,1,满两年,91,87
17,107103803104,87.29,2,2,1,1,7,低楼层,钢混结构,未知,精装,板塔结合,平层,0.5,无,千灯,昆山,南,2021.08.10,2021-04-03,12,满两年,96,94
18,107103897090,110.55,2,3,1,1,5,中楼层,钢混结构,未知,精装,板楼,平层,0.5,无,元和,相城,南,2021.08.10,2021-04-25,6,满两年,218,215
19,107100745921,50.88,1,1,1,1,19,中楼层,钢混结构,未知,精装,塔楼,暂无数据,0.3,有,玉山城北,昆山,南,2021.08.10,2018-10-23,14,满两年,46,45
20,107104181368,93.93,2,3,1,1,32,中楼层,钢混结构,未知,毛坯,板楼,平层,0.125,暂无数据,甪直,吴中,南,2021.08.10,2021-07-05,12,暂无数据,182,175
21,107104012791,93.76,2,3,1,1,12,高楼层,钢混结构,未知,毛坯,板楼,平层,0.3333333333333333,有,蓬朗（开发区）,昆山,南,2021.08.10,2021-05-24,6,满五年,195,193
22,107104209915,78.73,2,2,1,1,26,中楼层,钢混结构,未知,精装,板楼,平层,0.6666666666666666,有,元和,相城,南,2021.08.10,2021-07-13,6,满两年,210,206
23,107104208119,59.17,1,1,1,1,7,高楼层,钢混结构,未知,精装,板塔结合,平层,1.0,有,玉山城北,昆山,南,2021.08.10,2021-07-13,1,满五年,82,80
24,107104141626,91.59,2,2,1,2,6,高楼层,钢混结构,未知,精装,板楼,平层,1.0,暂无数据,千灯,昆山,南,2021.08.10,2021-06-25,3,暂无数据,95,104
25,107103976868,85.69,1,3,1,1,6,低楼层,未知结构,未知,简装,暂无数据,平层,0.3333333333333333,暂无数据,玉山老城区,昆山,南北,2021.08.10,2021-05-15,2,满两年,147,142
26,107104296706,93.33,2,3,1,2,6,高楼层,钢混结构,未知,精装,板楼,复式,0.25,有,狮山,高新,南,2021.08.10,2021-08-07,2,满五年,435,429
27,107104244128,60,1,2,1,1,5,中楼层,钢混结构,未知,简装,板楼,暂无数据,0.5,无,通安,高新,南,2021.08.10,2021-07-22,0,满五年,120,119
28,107103975435,100.56,2,3,1,1,4,中楼层,钢混结构,未知,精装,板塔结合,平层,0.5,无,城厢,太仓,南,2021.08.10,2021-05-15,9,满五年,165,163
