,Id,square,livingRoom,bedRoom,Kitchen,bathroom,totalFloor,floor,buildingStructure,builtYear,renovationCondition,buildingType,houseStructure,stairsHouseRatio,hasElevator,secondaryDistrict,primaryDistrict,orientation,tradeTime,daysOnMarket,follower,ageProperty,listPrice,transactionPrice
0,107104264736,95.14,1,2,1,1,25,中楼层,钢混结构,未知,毛坯,塔楼,平层,0.4,有,元和,相城,南东北,2021.08.08,2021-07-30,1,暂无数据,84,83
1,107103941431,84.28,2,2,1,1,46,低楼层,钢混结构,未知,精装,板塔结合,平层,0.3333333333333333,有,湖东,工业园区,东,2021.08.08,2021-05-06,16,满两年,330,325
2,107103838700,84.56,2,2,1,1,17,高楼层,混合结构,未知,精装,板楼,平层,0.5,有,香山,吴中,南,2021.08.08,2021-04-11,3,暂无数据,147,145
3,107102693012,98.21,2,2,1,1,5,中楼层,混合结构,未知,精装,板楼,平层,0.5,无,郭巷,吴中,南,2021.08.08,2020-06-19,23,满五年,209,207
4,107104278842,45.31,1,1,1,1,10,低楼层,框架结构,未知,简装,板楼,平层,2.0,有,玉山城西,昆山,东,2021.08.08,2021-08-02,0,满五年,170,163
5,107103092454,89.71,1,3,1,1,32,高楼层,钢混结构,未知,精装,板塔结合,平层,0.5,有,尹山湖,吴中,南,2021.08.08,2020-09-22,22,满两年,233,227
6,107104168339,104.24,2,3,1,2,4,中楼层,混合结构,未知,精装,板塔结合,平层,0.5,无,湖东,工业园区,南北,2021.08.08,2021-07-02,14,满两年,519,505
7,107103902156,89.47,2,3,1,1,32,低楼层,框架结构,未知,简装,塔楼,平层,0.5,有,花桥,昆山,南北,2021.08.08,2021-04-26,23,暂无数据,204,200
8,107103575580,111.19,2,2,1,2,32,中楼层,框架结构,未知,精装,板塔结合,平层,0.6666666666666666,有,白塘,工业园区,南,2021.08.08,2021-02-07,24,满五年,424,417
9,107104078971,55.12,1,1,1,1,28,高楼层,钢混结构,未知,精装,板塔结合,平层,0.5,有,花桥,昆山,南,2021.08.07,2021-06-09,14,满两年,135,134
10,107104198410,116.4,2,3,2,2,20,低楼层,钢混结构,未知,精装,板塔结合,平层,1.0,有,湖东,工业园区,南,2021.08.07,2021-07-10,19,满两年,695,673
11,107104210040,261.53,3,6,2,4,3,低楼层,未知结构,未知,精装,暂无数据,复式,1.0,暂无数据,城厢,太仓,南北,2021.08.07,2021-07-13,2,满两年,480,455
12,107103975885,121.5,2,3,1,1,6,高楼层,钢混结构,未知,精装,板塔结合,平层,0.5,无,松陵,吴江,东西,2021.08.07,2021-05-15,18,满两年,173,171
13,107104269151,68,1,2,1,1,6,低楼层,框架结构,未知,精装,板楼,平层,0.5,暂无数据,玉山老城区,昆山,南,2021.08.07,2021-07-31,4,满五年,117,117
