,Id,square,livingRoom,bedRoom,Kitchen,bathroom,totalFloor,floor,buildingStructure,builtYear,renovationCondition,buildingType,houseStructure,stairsHouseRatio,hasElevator,secondaryDistrict,primaryDistrict,orientation,tradeTime,daysOnMarket,follower,ageProperty,listPrice,transactionPrice
0,107103857143,119.42,2,3,1,2,26,中楼层,钢混结构,未知,毛坯,板楼,平层,0.5,有,花桥,昆山,南,2021.08.02,2021-04-16,13,满五年,208,197
1,107103550903,91.48,2,2,1,1,11,中楼层,钢混结构,未知,精装,板楼,平层,0.3333333333333333,有,平江新城,姑苏,南北,2021.08.02,2021-01-28,28,满五年,275,267
2,107103055024,87.78,2,2,1,1,11,低楼层,混合结构,未知,精装,板楼,平层,0.25,有,平江新城,姑苏,南,2021.08.02,2020-09-13,55,满五年,284,275
3,107103687921,50.62,1,2,1,1,6,低楼层,钢混结构,未知,简装,板楼,平层,0.3333333333333333,无,胥江,姑苏,南,2021.08.02,2021-03-11,25,满五年,120,118
4,107103901864,58.7,1,2,1,1,6,低楼层,混合结构,未知,精装,板楼,平层,0.5,无,葑门,姑苏,南,2021.08.02,2021-04-26,5,满五年,151,150
5,107103725314,140.18,2,4,1,2,6,低楼层,钢混结构,未知,精装,板楼,平层,0.5,无,周市,昆山,南,2021.08.02,2021-03-18,18,满五年,260,245
6,107103692226,94.89,2,3,1,1,33,高楼层,钢混结构,未知,精装,板楼,平层,0.5,有,科技城,高新,南,2021.08.02,2021-03-12,4,满两年,278,280
7,107104107862,165.31,2,4,1,2,11,低楼层,钢混结构,未知,精装,板楼,平层,0.5,有,湖东,工业园区,南北,2021.08.02,2021-06-17,26,满五年,955,910
8,107102879541,83.49,2,2,1,1,11,中楼层,钢混结构,未知,毛坯,板楼,平层,0.3333333333333333,有,城南,吴中,南,2021.08.02,2020-08-01,63,满五年,180,175
9,107103519555,83.14,2,2,1,1,30,高楼层,钢混结构,未知,简装,板楼,平层,0.6666666666666666,有,元和,相城,南,2021.08.02,2021-01-19,15,满两年,209,217
10,107103976043,78.53,2,2,1,1,18,高楼层,钢混结构,未知,简装,板楼,平层,0.3333333333333333,有,蓬朗（开发区）,昆山,南,2021.08.02,2021-05-15,2,满两年,156,154
11,107103877151,184.02,2,4,1,4,3,低楼层,钢混结构,未知,精装,板塔结合,复式,0.16666666666666666,无,花桥,昆山,南,2021.08.02,2021-04-21,2,满五年,658,450
12,107104225256,93.31,1,3,1,1,6,低楼层,钢混结构,未知,精装,板楼,暂无数据,0.5,无,蓬朗（开发区）,昆山,南北,2021.08.02,2021-07-17,1,满五年,148,145
13,107104209798,120.84,2,3,1,2,24,高楼层,砖木结构,未知,精装,板楼,平层,0.6666666666666666,有,娄葑,工业园区,南,2021.08.02,2021-07-13,5,满五年,368,355
14,107104094789,181.33,2,3,1,2,11,高楼层,钢混结构,未知,精装,板塔结合,复式,0.5,有,花桥,昆山,南,2021.08.02,2021-06-13,19,暂无数据,426,412
15,107103912149,68.44,1,2,1,1,5,中楼层,钢混结构,未知,简装,板楼,暂无数据,0.5,无,苏苑,吴中,南,2021.08.02,2021-04-29,8,满两年,174,168
16,107104206726,131.17,2,3,1,2,23,高楼层,未知结构,未知,毛坯,板楼,平层,0.6666666666666666,有,塘桥,张家港,南,2021.08.02,2021-07-12,0,暂无数据,146,143
17,107103876369,42.36,1,1,1,1,27,中楼层,钢混结构,未知,精装,塔楼,平层,3.5,有,城南,吴中,西,2021.08.02,2021-04-20,50,暂无数据,52,49
18,107104043740,76.54,1,2,1,1,5,中楼层,钢混结构,未知,简装,板塔结合,平层,1.0,暂无数据,东山,吴中,南,2021.08.02,2021-06-02,1,满两年,120,117
19,107104256083,46.45,1,1,1,1,6,低楼层,混合结构,未知,简装,板楼,平层,0.5,无,东环,工业园区,南北,2021.08.02,2021-07-27,0,满五年,124,121
20,107104139186,89.75,1,3,1,1,11,高楼层,钢混结构,未知,精装,板楼,平层,0.5,有,浒关,高新,南,2021.08.02,2021-06-25,11,满两年,219,213
21,107101303141,133.64,2,4,1,2,34,中楼层,钢混结构,未知,毛坯,板楼,平层,0.5,有,太湖新城（吴江）,吴江,南,2021.08.02,2019-05-09,16,满两年,330,326
22,107103940472,120,2,3,1,1,26,低楼层,钢混结构,未知,精装,板楼,平层,0.5,有,张浦,昆山,南,2021.08.02,2021-05-06,6,暂无数据,174,174
