,Id,square,livingRoom,bedRoom,Kitchen,bathroom,totalFloor,floor,buildingStructure,builtYear,renovationCondition,buildingType,houseStructure,stairsHouseRatio,hasElevator,secondaryDistrict,primaryDistrict,orientation,tradeTime,daysOnMarket,follower,ageProperty,listPrice,transactionPrice
0,107103852539,83.25,1,2,1,1,31,低楼层,钢混结构,未知,简装,板楼,平层,0.5,有,尹山湖,吴中,南,2021.08.14,2021-04-15,15,满两年,245,233
1,107102682423,141.67,2,3,1,2,32,高楼层,混合结构,未知,毛坯,板塔结合,平层,1.0,有,东沙湖,工业园区,南北,2021.08.14,2020-06-16,33,满五年,469,455
2,107104255276,87.01,2,3,1,1,25,中楼层,钢混结构,未知,精装,板楼,平层,0.5,有,尹山湖,吴中,南,2021.08.14,2021-07-27,12,满两年,240,236
3,107104326272,101.14,2,3,1,2,18,中楼层,钢混结构,未知,精装,板楼,平层,0.75,有,花桥,昆山,南北,2021.08.14,2021-08-14,1,暂无数据,285,242
4,107102157577,24,0,1,1,1,25,低楼层,钢混结构,未知,精装,板楼,平层,1.0,有,青剑湖,工业园区,东,2021.08.14,2020-01-12,16,暂无数据,35,34
5,107103814782,182.5,2,4,1,2,17,高楼层,钢混结构,未知,毛坯,板塔结合,平层,0.5,暂无数据,城西,张家港,南,2021.08.14,2021-04-06,0,暂无数据,326,323
6,107103707449,112.34,1,3,1,1,24,低楼层,钢混结构,未知,精装,塔楼,平层,1.0,有,金门,姑苏,东南,2021.08.14,2021-03-15,25,暂无数据,155,150
7,107103048045,105.31,2,4,1,2,24,高楼层,钢混结构,未知,毛坯,板楼,复式,0.5,有,松陵,吴江,南,2021.08.14,2020-09-11,16,暂无数据,195,180
8,107103297894,62.52,1,1,1,1,25,低楼层,钢混结构,未知,精装,塔楼,平层,1.5,有,城南,吴中,东,2021.08.14,2020-11-17,24,满五年,105,103
9,107103827069,135.4,2,3,1,2,18,低楼层,钢混结构,未知,精装,板塔结合,平层,1.0,有,湖东CBD,工业园区,南,2021.08.14,2021-04-09,238,满五年,479,479
10,107102077702,88.32,2,2,1,1,24,中楼层,钢混结构,未知,精装,板楼,平层,0.6666666666666666,有,元和,相城,南北,2021.08.14,2019-12-15,23,满五年,225,222
11,107103554850,78.3,2,2,1,1,33,高楼层,钢混结构,未知,精装,板楼,平层,0.5,有,郭巷,吴中,南,2021.08.14,2021-01-30,68,满五年,183,179
12,107103193373,44.45,1,1,1,1,15,低楼层,钢混结构,未知,毛坯,板塔结合,平层,0.25,有,花桥,昆山,南,2021.08.14,2020-10-19,18,暂无数据,52,51
13,107102657438,114.08,2,2,1,1,9,中楼层,钢混结构,未知,精装,板楼,平层,1.0,有,沧浪新城,姑苏,南,2021.08.14,2020-06-11,25,暂无数据,468,460
14,107104052323,28.58,1,1,1,1,28,低楼层,钢混结构,未知,毛坯,板塔结合,平层,0.8333333333333334,有,平江新城,姑苏,南,2021.08.14,2021-06-04,3,暂无数据,43,40
15,107104010500,87.6,2,3,1,1,22,中楼层,钢混结构,未知,精装,板楼,平层,0.5,有,玉山老城区,昆山,南,2021.08.14,2021-05-24,9,满五年,168,171
16,107103632428,101.72,1,3,1,1,11,中楼层,钢混结构,未知,精装,板楼,平层,0.25,有,平江新城,姑苏,南,2021.08.14,2021-02-27,97,满五年,295,300
17,107102603277,96.88,2,3,1,2,22,中楼层,钢混结构,未知,毛坯,板楼,平层,0.5,有,太湖新城（吴江）,吴江,南北,2021.08.14,2020-05-30,0,暂无数据,267,255
18,107104044580,89.12,2,2,1,1,33,低楼层,钢混结构,未知,毛坯,板塔结合,平层,0.4,有,花桥,昆山,南,2021.08.14,2021-06-02,7,满两年,149,147
19,107102583100,74,2,2,1,1,6,高楼层,钢混结构,未知,精装,板塔结合,平层,0.5,无,玲珑,工业园区,南,2021.08.14,2020-05-25,47,暂无数据,414,394
20,107103982877,97.13,2,3,1,1,25,中楼层,钢混结构,未知,毛坯,板楼,平层,0.5,有,高铁新城,相城,南,2021.08.14,2021-05-16,3,满两年,266,262
21,107104260216,56.44,1,2,1,1,6,高楼层,混合结构,未知,精装,板楼,复式,0.3333333333333333,无,苏苑,吴中,南东南,2021.08.14,2021-07-28,7,满五年,135,131
22,107104113570,162.67,1,2,1,1,6,高楼层,钢混结构,未知,毛坯,板楼,平层,1.0,有,周市,昆山,南,2021.08.14,2021-06-18,2,满两年,168,164
23,107104195642,86.32,1,3,1,1,26,中楼层,钢混结构,未知,精装,板楼,平层,0.6666666666666666,有,木渎,吴中,南,2021.08.14,2021-07-09,2,满五年,256,250
24,107104298362,47.11,1,1,1,1,15,中楼层,钢混结构,未知,精装,板楼,平层,0.4,有,玉山城北,昆山,北,2021.08.14,2021-08-07,0,暂无数据,62,59
25,107104174975,79.91,1,2,1,1,14,中楼层,钢混结构,未知,精装,板楼,平层,0.6666666666666666,有,科技城,高新,南,2021.08.14,2021-07-04,6,满五年,272,266
26,107103911353,49.7,1,1,1,1,22,高楼层,钢混结构,未知,精装,板塔结合,复式,0.875,有,花桥,昆山,北,2021.08.14,2021-04-29,24,满五年,47,45
