,Id,square,livingRoom,bedRoom,Kitchen,bathroom,totalFloor,floor,buildingStructure,builtYear,renovationCondition,buildingType,houseStructure,stairsHouseRatio,hasElevator,secondaryDistrict,primaryDistrict,orientation,tradeTime,daysOnMarket,follower,ageProperty,listPrice,transactionPrice
0,107104045724,120.73,2,3,1,2,5,中楼层,钢混结构,未知,精装,板楼,平层,0.5,无,通安,高新,南,2021.08.16,2021-06-02,3,满五年,196,193
1,107104333686,74.99,2,2,1,1,7,中楼层,钢混结构,未知,精装,暂无数据,暂无数据,0.125,暂无数据,汾湖,吴江,南,2021.08.16,2021-08-16,0,满五年,62,62
2,107104148527,83.86,2,2,1,1,30,低楼层,钢混结构,未知,精装,板楼,平层,0.5,有,平江新城,姑苏,南,2021.08.16,2021-06-27,32,满两年,248,239
3,107102596959,141.4,2,4,0,2,10,低楼层,钢混结构,未知,精装,板塔结合,平层,0.5,有,木渎,吴中,南北,2021.08.16,2020-05-28,11,满五年,256,252
4,107103156017,41,1,1,1,1,20,高楼层,钢混结构,未知,精装,板楼,跃层,0.3,有,元和,相城,南,2021.08.16,2020-10-10,11,暂无数据,58,57
5,107103810344,118.47,2,3,1,1,8,中楼层,钢混结构,未知,毛坯,板塔结合,平层,0.5,暂无数据,乐余,张家港,南,2021.08.16,2021-04-05,1,满两年,108,102
6,107103966720,89,2,2,1,1,17,中楼层,钢混结构,未知,精装,板楼,平层,0.6666666666666666,有,元和,相城,南,2021.08.16,2021-05-12,32,满两年,210,208
7,107103255482,80.7,2,2,1,1,6,高楼层,钢混结构,未知,毛坯,板楼,平层,0.5,无,城南,吴中,南,2021.08.16,2020-11-05,15,满五年,208,200
8,107102564575,101,2,2,1,1,11,低楼层,钢混结构,未知,精装,板楼,平层,0.5,有,玉山城北,昆山,南,2021.08.16,2020-05-22,16,满五年,159,156
9,107104135509,81.23,1,2,1,1,18,中楼层,钢混结构,未知,简装,板楼,平层,0.3333333333333333,有,车坊,工业园区,南,2021.08.16,2021-06-24,2,满两年,202,198
10,107103136829,83.25,2,2,1,1,31,中楼层,钢混结构,未知,精装,板楼,平层,0.5,有,尹山湖,吴中,南北,2021.08.16,2020-10-05,12,满两年,264,252
11,107103299775,49.7,2,1,1,1,22,中楼层,钢混结构,未知,精装,板塔结合,复式,0.875,有,花桥,昆山,北,2021.08.16,2020-11-18,14,满两年,47,47
12,107102127338,95,2,2,1,1,25,中楼层,砖混结构,未知,毛坯,板楼,平层,0.5,有,张浦,昆山,南,2021.08.16,2020-01-02,4,暂无数据,128,125
13,107103641133,176.87,2,4,1,2,24,高楼层,未知结构,未知,毛坯,板塔结合,复式,0.6666666666666666,有,张浦,昆山,南,2021.08.16,2021-03-01,3,满五年,254,243
14,107103701737,139.29,2,4,1,2,9,高楼层,钢混结构,未知,精装,板楼,复式,0.25,有,玉山城西,昆山,南北,2021.08.16,2021-03-14,11,满两年,314,310
15,107103610191,100.57,2,3,1,1,30,中楼层,钢混结构,未知,精装,板楼,平层,0.5,有,花桥,昆山,南,2021.08.16,2021-02-22,29,满五年,193,192
16,107104046840,57.4,1,2,1,1,7,低楼层,砖混结构,未知,精装,板楼,平层,0.3333333333333333,无,金门,姑苏,南,2021.08.16,2021-06-03,25,满五年,138,133
17,107103850590,111.09,2,3,1,2,31,中楼层,钢混结构,未知,毛坯,板塔结合,平层,0.5,有,花桥,昆山,南北,2021.08.16,2021-04-14,7,满两年,223,218
18,107104202489,135.28,2,3,1,2,10,中楼层,钢混结构,未知,精装,板楼,平层,0.5,有,湖东CBD,工业园区,南,2021.08.16,2021-07-11,16,满五年,705,694
19,107103063783,129.07,2,3,1,2,17,低楼层,钢混结构,未知,毛坯,板塔结合,平层,0.25,有,元和,相城,南,2021.08.16,2020-09-15,25,暂无数据,275,274
20,107104308380,91.72,1,3,1,1,32,低楼层,钢混结构,未知,精装,板塔结合,平层,0.25,有,城东,张家港,南,2021.08.16,2021-08-09,0,满两年,139,136
21,107104022812,83.12,1,3,1,1,6,低楼层,混合结构,未知,精装,板楼,平层,0.5,无,龙西,吴中,南,2021.08.16,2021-05-27,3,满五年,183,180
22,107103631504,94.29,2,2,1,1,6,中楼层,混合结构,未知,精装,板楼,平层,0.5,无,元和,相城,南,2021.08.16,2021-02-27,19,满两年,190,188
23,107104306593,111.34,2,3,1,1,30,低楼层,钢混结构,未知,精装,板塔结合,平层,0.5,有,白塘,工业园区,南,2021.08.16,2021-08-09,3,满两年,599,583
24,107104270483,103.28,2,2,1,1,9,低楼层,钢混结构,未知,精装,板塔结合,平层,0.5,有,金港,张家港,南北,2021.08.16,2021-07-31,0,满五年,108,103
25,107104257195,52.99,1,1,1,1,26,高楼层,钢混结构,未知,简装,板塔结合,平层,0.25,有,胜浦,工业园区,南,2021.08.16,2021-07-27,19,满五年,111,109
26,107104122850,89,2,2,1,1,35,低楼层,钢混结构,未知,毛坯,暂无数据,平层,0.5,暂无数据,玉山老城区,昆山,南北,2021.08.16,2021-06-20,1,暂无数据,161,160
27,107103941553,89,1,2,1,1,5,高楼层,未知结构,未知,简装,暂无数据,平层,0.3333333333333333,暂无数据,锦丰,张家港,西南北,2021.08.16,2021-05-06,4,暂无数据,46,45
28,107103966244,197.7,2,4,1,3,30,中楼层,钢混结构,未知,毛坯,板楼,平层,1.0,有,太湖新城（吴江）,吴江,南北,2021.08.16,2021-05-12,14,满两年,546,523
29,107104318790,107.09,2,3,1,2,33,中楼层,钢混结构,未知,简装,板楼,平层,0.6666666666666666,有,松陵,吴江,南,2021.08.16,2021-08-12,1,满两年,174,174
